Id,MinResponseTime
"47188045","16"
"47188038","5"
"47188036","17"
"47187788","14"
"47187786","10"
"47187782","8"
"47187778","25"
"47187734","997"
"47187729","4"
"47187726","4"
"47187589","1253"
"47187570","210"
"47187515","191"
"47187457","10"
"47187374","63"
"47187349","8"
"47187316","149"
"47187242","7"
"47187240","4916"
"47187237","4"
"47187230","73"
"47187175","13"
"47187142","8"
"47187128","25"
"47187114","5"
"47187091","1028"
"47187067","11"
"47186993","14"
"47186973","51"
"47186969","15"
"47186944","5"
"47186860","1"
"47186815","14"
"47186732","956"
"47186729","730"
"47186701","153"
"47186690","13"
"47186676","136"
"47186668","17"
"47186663","2418"
"47186601","96"
"47186532","16"
"47186447","84"
"47186409","7"
"47186378","42"
"47186297","352"
"47186270","19"
"47186250","13"
"47186232","4"
"47186190","43"
"47186151","3149"
"47186147","7"
"47186131","23"
"47186077","15"
"47186066","23"
"47186051","290"
"47186046","28"
"47186010","35"
"47185984","14"
"47185931","1356"
"47185885","137"
"47185881","26"
"47185848","19"
"47185813","159"
"47185787","34"
"47185782","280"
"47185776","16"
"47185764","28"
"47185747","15"
"47185745","16"
"47185695","101"
"47185636","9"
"47185509","51"
"47185414","6"
"47185392","6"
"47185357","7"
"47185353","15"
"47185330","28"
"47185308","98"
"47185295","150"
"47185266","4"
"47185224","19"
"47184959","1377"
"47184928","53"
"47184927","76"
"47184867","14"
"47184860","42"
"47184855","16"
"47184851","18"
"47184840","17"
"47184805","42"
"47184702","16"
"47184690","20"
"47184514","3"
"47184509","55"
"47184445","185"
"47184339","9"
"47184305","10"
"47184298","5"
"47184292","26"
"47184275","34"
"47184248","37"
"47184247","6"
"47184178","22"
"47184146","718"
"47184126","7"
"47184116","8"
"47184103","112"
"47184078","27"
